type	string	select
simple_res	神灯神灯，告诉我自行车到底是干嘛用的？	select ?x where { <自行车_（脚踏车）> <作用> ?x. }
simple_res	里贝里在哪个队踢球？	select ?x where { <弗兰克·里贝里> <所属运动队> ?x. }
simple_res	费德勒的网球生涯中有什么成就？	select ?x where { <罗杰·费德勒> <重要事件> ?x. }
simple_res	RDBMS是什么的缩写？	select ?x where { <RDBMS> <外文名> ?x. }
simple_res	李白死后被藏在哪儿？	select ?x where { <李白_（唐朝著名诗人）> <墓葬地> ?x. }
simple_res	清华大学的校歌是？	select ?x where { <清华大学> <校歌> ?x. }
simple_res	中华人民共和国国歌是由谁作曲的？	select ?x where { <义勇军进行曲> <谱曲> ?x. }
simple_res	大熊猫又被叫做什么？	select ?x where { <熊猫_（哺乳动物）> <别称> ?x. }
simple_res	八大菜系有哪些？	select ?x where { <八大菜系> <组成> ?x. }
simple_res	新疆的气候怎么样？	select ?y where { <新疆_（中国自治区）> <气候条件> ?y. }
simple_res	品牌亦谷创办于哪一年？	select ?x where { <亦谷> <创办时间> ?x. }
simple_res	北京的故宫博物院什么季节去最好？	select ?x where { <故宫_（北京故宫）> <适宜游玩季节> ?x. }
simple_res	NBA中詹姆斯主要是打哪个位置？	select ?x where { <詹姆斯_（勒布朗·詹姆斯）> <位置> ?x. }
simple_res	淘宝网是在哪一年出现的？	select ?y where { <淘宝网> <成立时间> ?y. }
simple_res	《史记》的作者是谁？	select ?x where { <史记> <作者> ?x. }
simple_res	清华大学的主要奖项有哪些	select ?x where { <清华大学> <主要奖项> ?x. }
simple_res	梁静茹的天黑黑是用国语唱的还是粤语唱的？	select ?x where { <天黑黑_（孙燕姿演唱歌曲）> <歌曲语言> ?x. }
simple_res	《射雕英雄传》中黄蓉的丈夫是谁？	select ?x where { <黄蓉_（金庸武侠小说《射雕英雄传》女主角）> <丈夫> ?x. }
simple_res	"打蛇打七寸"中的七寸是什么含义？	select ?x where { <七寸> <原意> ?x. }
simple_res	林清玄的信仰是什么？	select ?x where { <林清玄> <信仰> ?x. }
simple_res	C罗效力于哪家足球俱乐部？	select ?x where { <克里斯蒂亚诺·罗纳尔多_（葡萄牙足球运动员）> <所属运动队> ?x. }
simple_res	K2海拔有多少？	select ?x where { <k2_（乔戈里峰）> <海拔> ?x. }
simple_res	二郎神身边的神兽哮天犬是哪部作品里的角色？	select ?x where { <哮天犬_（神话传说中二郎神身边的神兽）> <登场作品> ?x. }
simple_res	新加坡的国家领袖是谁？	select ?x where { <新加坡> <国家领袖> ?x. }
simple_res	电影《两千狂人》是何时上映的？	select ?x where { <两千狂人> <上映时间> ?x. }
simple_res	豆瓣鱼是哪里菜？	select ?x where { <豆瓣鱼> <分类> ?x. }
simple_res	愚人节的英文名称是什么？	select ?x where { <愚人节_（西方节日）> <英文名> ?x. }
simple_res	五一劳动节是由谁设立的？	select ?x where { <五一国际劳动节> <设立机构> ?x. }
simple_res	散文《风筝》是哪一年创作的？	select ?y where { <风筝_（鲁迅著散文）> <创作年代> ?y. }
simple_res	鄱阳湖的高水位是多少？	select ?x where { <鄱阳湖_（长江流域湖泊）> <高水位> ?x. }
simple_res	曹文轩老师创作的草房子收录在哪里？	select ?x where { <草房子_（1997年曹文轩创作的小说）> <作品出处> ?x. }
simple_res	鲁迅的笔名有哪些？	select ?x where { <鲁迅_（文学家、思想家）> <别名> ?x. }
simple_res	2010年世界杯的冠军是哪只队？	select ?x where { <2010年南非世界杯> <冠军> ?x. }
simple_res	《嘎达梅林》是哪个民族的民歌？	select ?x where { <嘎达梅林_（蒙古族长篇叙事民歌）> <歌曲类别> ?x. }
simple_res	我们经常吃的油条又称什么？	select ?x where { <油条_（油炸食品）> <别称> ?x. }
simple_res	二战时期"轴心国"的成员有哪些？	select ?x where { <轴心国> <代表成员> ?x. }
simple_res	神盾局的死对头是谁？	select ?x where { <神盾局> <主要对手> ?x. }
simple_res	唐三彩的三种颜色分别是？	select ?x where { <唐三彩_（唐代陶器）> <基本釉色> ?x. }
simple_res	海王星有多重？	select ?x where { <海王星_（太阳系八大行星之一）> <质量> ?x. }
simple_res	日本南瓜有什么特点？	select ?x where { <日本南瓜> <特点> ?x. }
simple_res	打球的周琦是哪里人？	select ?x where { <周琦_（中国篮球运动员）> <出生地> ?x. }
simple_res	植物冬瓜分布在哪些区域？	select ?y where { <冬瓜> <分布区域> ?y. }
simple_res	手抓龙虾的主要口味是什么？	select ?x where { <手抓龙虾> <口味> ?x. }
simple_res	李白葬在哪里？	select ?x where { <李白_（唐朝著名诗人）> <墓葬地> ?x. }
simple_res	李大钊的妻子是谁？	select ?x where { <李大钊> <妻子> ?x. }
simple_res	阿尔卑斯山的最高峰是哪里？	select ?x where { <阿尔卑斯山脉> <最高峰> ?x. }
simple_res	曾荪亚是哪部小说中的人物？	select ?x where { <曾荪亚> <出处> ?x. }
simple_res	姜夔是哪族人？	select ?x where { <姜夔> <民族族群> ?x. }
simple_res	汽车的作用是什么？	select ?x where { <汽车> <主要作用> ?x. }
simple_res	孔子在教育方面有什么主张？	select ?x where { <孔子_（儒家学派创始人）> <教育思想> ?x. }
simple_res	古希腊神话中雅典娜有哪些兄弟姐妹？	select ?x where { <雅典娜_（古希腊宗教和神话中的智慧与女战神）> <兄弟姐妹> ?x. }
simple_res	腾讯的公司使命是什么？	select ?x where { <腾讯> <公司使命> ?x. }
simple_res	腾讯的企业愿景是什么？	select ?x where { <腾讯> <企业愿景> ?x. }
simple_res	史大刚是何时入党的？	select ?x where { <史大刚> <入党时间> ?x. }
simple_res	西安大雁塔是什么级别的文物保护单位？	select ?x where { <大雁塔_（西安大慈恩寺佛塔）> <文保级别> ?x. }
simple_res	尼采的代表作品有哪些？	select ?y where { <弗里德里希·威廉·尼采> <代表作品> ?y. }
simple_res	火影忍者正篇里用过千年杀的有谁？	select ?x where { <千年杀_（《火影忍者》名词）> <使用者> ?x. }
simple_res	留声机是谁发明的？	select ?x where { <留声机_（放音装置）> <发明人> ?x. }
simple_res	成立于1946的Dior年销售额是多少？	select ?x where { <Dior_（奢侈品牌）> <年营业额> ?x. }
simple_res	尼罗河流入哪一片海域？	select ?x where { <尼罗河_（流经非洲东部与北部的河流）> <注入> ?x. }
simple_res	宫保鸡丁属于哪个菜系？	select ?x where { <宫保鸡丁_（名菜）> <分类> ?x. }
simple_res	社会主义核心价值观的主要内容是什么？	select ?x where { <核心价值观> <主要内容> ?x. }
simple_res	故宫的建造者是谁？	select ?x where { <故宫_（北京故宫）> <建造者> ?x. }
simple_res	碳化钙在什么温度会熔化？	select ?x where { <碳化钙> <熔点> ?x. }
simple_res	北美洲的面积有多大？	select ?x where { <北美洲> <面积> ?x. }
simple_res	古希腊的政治体制是？	select ?x where { <古希腊_（爱琴海-色雷斯文明圈的黄金时期）> <政治体制> ?x. }
simple_res	北京大学有多少个硕士点？	select ?x where { <北京大学> <硕士点> ?x. }
simple_res	《生活大爆炸》是近几年一部火爆全球的情景喜剧，里面的主要演员都有谁？	select ?x where { <生活大爆炸> <主演> ?x. }
simple_res	忍者有什么作用？	select ?y where { <忍者_（日本特殊职业）> <作用> ?y. }
simple_res	我想去云南大理旅游，坐火车到哪下车离目的地最近？	select ?x where { <大理_（云南省大理白族自治州大理市）> <火车站> ?x. }
simple_res	尼古拉·哥白尼有什么代表作品？	select ?y where { <尼古拉·哥白尼> <代表作品> ?y. }
simple_res	珠峰属于哪个山脉？	select ?x where { <珠穆朗玛峰_（世界最高峰）> <所属山系> ?x. }
simple_res	东南大学的校歌是？	select ?x where { <东南大学> <校歌> ?x. }
simple_res	肯德基何时成立？	select ?x where { <肯德基> <成立时间> ?x. }
simple_res	作品《纪伯伦散文》是由谁翻译的？	select ?x where { <纪伯伦散文> <译者> ?x. }
simple_res	与会计相关的证书都有什么？	select ?x where { <会计> <相关证书> ?x. }
simple_res	恐龙中的壮龙亚科存活于哪个时期？	select ?x where { <壮龙亚科> <生活> ?x. }
simple_res	喜乐庄村位于海拔多少米的地方？	select ?x where { <喜乐庄村> <海拔> ?x. }
simple_res	煞魔蛇是什么器材？	select ?x where { <煞魔蛇> <类型> ?x. }
simple_res	去后海游玩需要花费多少钱？	select ?x where { <后海_（北京市西城区湖泊景点）> <门票价格> ?x. }
simple_res	北科归哪个国务院部门管？	select ?x where { <北京科技大学> <主管部门> ?x. }
simple_res	霍山文峰塔位于哪？	select ?x where { <霍山文峰塔> <地理位置> ?x. }
simple_res	足球加入奥运会是在哪一年？	select ?y where { <足球> <加入奥运会> ?y. }
simple_res	《聊斋志异》的作者是谁？	select ?x where { <聊斋志异_（蒲松龄著文言短篇小说集《聊斋志异》）> <作者> ?x. }
simple_res	林世功的信仰是什么？	select ?x where { <林世功> <信仰> ?x. }
simple_res	万里长城到底有多长？	select ?x where { <万里长城_（中国古代军事工程）> <总长度> ?x. }
simple_res	马云的外文名是什么？	select ?x where { <马云_（阿里巴巴集团创始人）> <外文名> ?x. }
simple_res	看电影霸王别姬得花多久？	select ?y where { <霸王别姬_（1993年陈凯歌执导，张国荣主演电影）> <片长> ?y. }
simple_res	欧洲的气候条件？	select ?x where { <欧洲_（地球七大洲之一）> <气候条件> ?x. }
simple_res	中国冶金建设集团鞍山焦化耐火材料设计研究总院在全国排第几位？	select ?x where { <中国冶金建设集团鞍山焦化耐火材料设计研究总院> <排名> ?x. }
simple_res	电影霸王别姬都获得过哪些荣誉？	select ?x where { <霸王别姬_（1993年陈凯歌执导，张国荣主演电影）> <主要奖项> ?x. }
simple_res	图灵是哪国人？	select ?x where { <艾伦·麦席森·图灵> <国籍> ?x. }
simple_res	施瓦辛格是哪个族人？	select ?x where { <阿诺德·施瓦辛格> <民族> ?x. }
simple_res	清华大学坐落在哪个区？	select ?y where { <清华大学> <所属地区> ?y. }
simple_res	淘宝办公地建在哪个城市？	select ?y where { <淘宝网> <办公地点> ?y. }
simple_res	冰心在哪出生的？	select ?x where { <冰心_（中国现代著名作家）> <出生地> ?x. }
simple_res	海贼王里爱德华更被人熟知的外号是什么？	select ?x where { <爱德华_（《海贼王》人物）> <其他名称> ?x. }
simple_res	皇马的主席是谁？	select ?x where { <皇家马德里_（皇家马德里足球俱乐部）> <主席> ?x. }
simple_res	秦始皇的接班人是谁？	select ?x where { <秦始皇_（中国首位皇帝）> <继承人> ?x. }
simple_res	陈奕迅毕业于哪所大学？	select ?x where { <陈奕迅> <毕业院校> ?x. }
simple_res	二锅头是什么类型的酒？	select ?x where { <二锅头> <类型> ?x. }
simple_res	钢铁侠史塔克是哪个学校的校友？	select ?y where { <史塔克_（美国动漫及电影钢铁侠中的人物）> <毕业院校> ?y. }
simple_res	植物绿心木属于哪个纲？	select ?x where { <绿心木> <纲> ?x. }
simple_res	加拿大的国土面积有多大？	select ?x where { <加拿大_（北美洲国家）> <国土面积> ?x. }
simple_res	歼8战机是那个单位研发的？	select ?x where { <歼-8> <设计> ?x. }
simple_res	作家余秋雨是哪里人呢？	select ?y where { <余秋雨> <出生地> ?y. }
simple_res	二十四节气中春分之后是？	select ?x where { <春分_（二十四节气之一）> <后一节气> ?x. }
simple_res	杨绛先生的孩子是谁？	select ?x where { <杨绛> <女儿> ?x. }
simple_res	青藏铁路有多长？	select ?x where { <青藏铁路> <全长> ?x. }
simple_res	海贼王里乔巴是被谁养大的？	select ?x where { <乔巴_（《海贼王》中的角色）> <义父> ?x. }
simple_res	你知道美国的首都是哪里吗？	select ?x where { <美国_（美利坚合众国）> <首都> ?x. }
simple_res	蜜月湾的水质如何？	select ?x where { <蜜月湾> <水质> ?x. }
simple_res	首届F1锦标是什么时候？	select ?x where { <世界一级方程式锦标赛> <第一次举办> ?x. }
simple_res	郭沫若先生会几种语言？	select ?x where { <郭沫若> <语言> ?x. }
simple_res	新浪公司的官网是？	select ?y where { <新浪> <官网> ?y. }
simple_res	香港的政治体制是什么？	select ?x where { <香港_（中华人民共和国特别行政区）> <政治体制> ?x. }
simple_res	"诗鬼"李贺是什么朝代的人？	select ?x where { <李贺_（唐代诗人）> <国籍> ?x. }
simple_res	电影阿凡达及其制作者们都获得过哪些奖项？	select ?y where { <Avatar_（2009年上映詹姆斯·卡梅隆执导美国电影）> <主要奖项> ?y. }
simple_res	乙酸的分子式？	select ?x where { <乙酸> <化学式> ?x. }
simple_res	林徽因写过哪些广为流传的诗？	select ?x where { <林徽因_（中国建筑师、诗人、作家）> <代表作品> ?x. }
simple_res	拜占庭帝国主要宗教是什么？	select ?x where { <拜占庭帝国> <主要宗教> ?x. }
simple_res	叠连现象出现的原因是什么？	select ?x where { <叠连现象> <原因> ?x. }
simple_res	客家语的分布很广，你知道它的主要分布地区在哪里吗？	select ?x where { <客家语> <分布地区> ?x. }
simple_res	陈奕迅的《爱情转移》收录在哪张专辑？	select ?x where { <爱情转移> <所属专辑> ?x. }
simple_res	动画电影《功夫熊猫》的主要演员？	select ?x where { <功夫熊猫_（美国2008年马克·奥斯本执导动画电影）> <主演> ?x. }
simple_res	歌曲《唠嗑歌》的时长是多少？	select ?x where { <浮夸_（陈奕迅主唱的歌曲）> <歌曲时长> ?x. }
simple_res	潘粤明有什么作品？	select ?x where { <潘粤明> <代表作品> ?x. }
simple_res	千年隼号的大副是谁？	select ?x where { <千年隼号> <大副> ?x. }
simple_res	积分返利网的注册会员有多少？	select ?x where { <积分返利网> <注册会员> ?x. }
simple_res	桃花属于动物分类法中的哪个目？	select ?x where { <桃花_（蔷薇科李属植物）> <目> ?x. }
simple_res	请问亚里士多德的代表作品有哪些？	select ?x where { <亚里士多德_（古希腊著名思想家）> <代表作品> ?x. }
simple_res	台灯是干什么用的？	select ?x where { <台灯> <作用> ?x. }
simple_res	南京大屠杀发生在什么时候？	select ?x where { <南京大屠杀_（日军侵华历史事件）> <发生时间> ?x. }
simple_res	手表品牌劳力士的总部设在哪个国家？	select ?x where { <劳力士> <总部地点> ?x. }
simple_res	水在标准大气压下的沸点是多少？	select ?x where { <水_（由氢、氧两种元素组成的无机物质）> <沸点> ?x. }
simple_res	化学元素周期表是谁创造的？	select ?x where { <元素周期表_（化学元素列表）> <创造者> ?x. }
simple_res	歌曲遇见的原唱是？	select ?x where { <遇见_（孙燕姿歌曲）> <歌曲原唱> ?x. }
simple_res	比辛的功效是什么？	select ?x where { <比辛> <功能> ?x. }
simple_res	《银河系漫游指南》是什么时候出版的？	select ?x where { <银河系漫游指南_（道格拉斯·亚当斯的科幻小说）> <出版时间> ?x. }
simple_res	希腊神话中阿尔忒弥斯住在哪？	select ?x where { <阿尔忒弥斯_（古希腊神话中月亮与狩猎女神）> <居所> ?x. }
simple_res	淝水之战的参战双方是谁？	select ?x where { <淝水之战> <参战方> ?x. }
simple_res	新加坡的官方语言是什么？	select ?x where { <新加坡> <官方语言> ?x. }
simple_res	作家狄更斯的笔名是什么？	select ?x where { <查尔斯·狄更斯> <笔名> ?x. }
simple_res	奥黛丽·赫本都曾签约过哪些公司？	select ?x where { <奥黛丽·赫本> <经纪公司> ?x. }
simple_res	冬季大三角包括哪三颗星星？	select ?x where { <冬季大三角> <组成> ?x. }
simple_res	武汉大学的主要奖项有哪些	select ?x where { <武汉大学> <主要奖项> ?x. }
simple_res	紫霞仙子是哪部作品中的人物？	select ?x where { <紫霞仙子_（电影《大话西游》中的角色）> <登场作品> ?x. }
simple_res	发明世界上第一部电话是谁？	select ?x where { <电话_（通过电信号双向传输话音的设备）> <发明人> ?x. }
simple_res	勾股定理是由谁提出的？	select ?x where { <勾股定理> <提出者> ?x. }
simple_res	木村遥是哪个国家的人？	select ?x where { <木村遥> <国籍> ?x. }
simple_res	你知道《如龙2》游戏的发行商是哪个公司吗？	select ?x where { <如龙2> <发行商> ?x. }
simple_res	林建华的生日？	select ?x where { <林建华_（北京大学校长）> <出生日期> ?x. }
simple_res	酸奶主要由哪些原料制作而成？	select ?x where { <酸奶> <主要原料> ?x. }
simple_res	西藏的平均海拔是多少？	select ?x where { <西藏_（中国自治区）> <平均海拔> ?x. }
simple_res	《老友记》实在太好看了，你知道它总共有多少集吗，我想全刷一遍？	select ?y where { <老友记_（美国情景剧）> <集数> ?y. }
simple_res	《地下城与勇士》中鬼剑士大概多高？	select ?x where { <鬼剑士_（地下城与勇士衍生动漫的主角之一）> <身高> ?x. }
simple_res	苹果公司的总部在哪里？	select ?x where { <苹果_（苹果产品公司）> <总部地点> ?x. }
simple_res	老子的主要成就有哪些？	select ?x where { <老子_（道家学派创始人）> <主要成就> ?x. }
simple_res	天津大学的现任校长是谁？	select ?x where { <天津大学> <现任校长> ?x. }
simple_res	老舍的代表作有哪些？	select ?x where { <老舍> <代表作品> ?x. }
simple_res	孙悟空的结拜兄弟是谁？	select ?x where { <孙悟空_（古典名著《西游记》中的主角）> <结拜兄弟> ?x. }
simple_res	清华大学的现任校长是谁	select ?x where { <清华大学> <现任校长> ?x. }
simple_res	飞卢中文网的主要内容是什么？	select ?x where { <飞卢中文网> <类型> ?x. }
simple_res	戚继光的祖籍是哪里人？	select ?x where { <戚继光_（明朝抗倭名将、民族英雄）> <祖籍> ?x. }
simple_res	海贼王里乔巴悬赏金有多少？	select ?x where { <乔巴_（《海贼王》中的角色）> <悬赏金> ?x. }
simple_res	举世闻名的泰姬陵在哪个国家？	select ?x where { <泰姬陵_（印度知名古建筑）> <所在国家> ?x. }
simple_res	dota是哪个游戏平台开发的？	select ?x where { <DotA_（魔兽争霸Ⅲ的DOTA）> <游戏平台> ?x. }
simple_res	钢铁侠史塔克的机器人助手叫什么？	select ?y where { <史塔克_（美国动漫及电影钢铁侠中的人物）> <助手> ?y. }
simple_res	埃及的首都是哪里？	select ?x where { <埃及> <首都> ?x. }
simple_res	陈忠实陈老啥时候走的？	select ?x where { <陈忠实_（中国当代作家）> <逝世日期> ?x. }
simple_res	海贼王里弗兰奇被悬赏多少钱？	select ?x where { <弗兰克_（日本动漫《海贼王》中人物）> <悬赏金> ?x. }
simple_res	莫扎特花主要生长在哪里？	select ?y where { <莫扎特_（月季品种之一）> <分布区域> ?y. }
simple_res	梵蒂冈的官方语言是什么？	select ?x where { <梵蒂冈> <官方语言> ?x. }
simple_res	微软公司的现任CEO是谁？	select ?x where { <微软> <首席执行官> ?x. }
simple_res	主持人潘晨多高？	select ?x where { <潘晨_（电视节目主持人）> <身高> ?x. }
simple_res	林徽因是中国近代著名的才女，你知道她在哪两个领域有所建树吗？	select ?x where { <林徽因_（中国建筑师、诗人、作家）> <贡献方向> ?x. }
simple_res	阿联在哪里打球？	select ?x where { <易建联> <所属运动队> ?x. }
simple_res	NBA球星詹姆斯生涯的重要事件有哪些？	select ?x where { <詹姆斯_（勒布朗·詹姆斯）> <重要事件> ?x. }
simple_res	吉林大学的现任校长是谁？	select ?x where { <吉林大学> <现任校长> ?x. }
simple_res	"一笑一颦"这个词是什么意思？	select ?x where { <一笑一颦> <解释> ?x. }
simple_res	北京大学的现任校长是谁	select ?x where { <北京大学> <现任校长> ?x. }
simple_res	新加坡的英文名称是什么？	select ?x where { <新加坡> <英文名称> ?x. }
simple_res	有什么著名的描写杭州西湖的诗呀？	select ?x where { <西湖_（浙江省杭州市西湖）> <名诗> ?x. }
simple_res	四川大学的主要奖项有哪些	select ?x where { <四川大学> <主要奖项> ?x. }
simple_res	韩国属于哪个大洲？	select ?x where { <韩国_（大韩民国）> <所属洲> ?x. }
simple_res	亚马逊公司成立于哪一年？	select ?x where { <亚马逊_（网络电子商务公司）> <成立时间> ?x. }
simple_res	网络剧《毛骗》在那个网站平台上播出？	select ?x where { <毛骗_（2010年李洪绸、杨羽所导演的电视剧）> <在线播放平台> ?x. }
simple_res	音乐人刘洲喜欢哪些动物？	select ?y where { <刘洲_（音乐人）> <喜欢的动物> ?y. }
simple_res	综艺节目康熙来了是谁主持的？	select ?y where { <康熙来了> <主持人> ?y. }
simple_res	请列举一些赵本山的作品？	select ?x where { <赵本山> <代表作品> ?x. }
simple_res	生活中常说的"五金"是指哪几种金属？	select ?x where { <五金> <五种指> ?x. }
simple_res	爱奇艺啥时候创立的呀？	select ?x where { <爱奇艺> <成立时间> ?x. }
simple_res	清明节都有哪些习俗？	select ?x where { <清明_（二十四节气之一）> <节日活动> ?x. }
simple_res	书籍《三国演义》的作者是谁？	select ?x where { <三国演义_（中国古典四大名著之一）> <作者> ?x. }
simple_res	历史上哪个人物创建了布达拉宫？	select ?x where { <布达拉宫_（中国西藏宫堡式建筑群）> <始建造者> ?x. }
simple_res	有人向我推荐了家有儿女这部剧，你知道在哪儿能在线看吗，急！？	select ?x where { <家有儿女_（2005年林丛执导的系列情景喜剧）> <在线播放平台> ?x. }
simple_res	生化危机的主演都有哪些人？	select ?x where { <生化危机_（根据Capcom电子游戏改编的系列电影）> <主演> ?x. }
simple_res	漫画《银魂》的出版社是哪个？	select ?x where { <银魂_（空知英秋创作的漫画）> <出版社> ?x. }
simple_res	冰糖葫芦需要哪些原料？	select ?x where { <糖葫芦_（冰糖葫芦）> <主要食材> ?x. }
simple_res	梵高的画作非常令人印象深刻，你能推荐给我几个吗？	select ?x where { <梵高_（梵高）> <代表作品> ?x. }
simple_res	电影《沉默的羔羊》是一部什么类型的电影？	select ?x where { <沉默的羔羊_（1991年美国电影）> <类型> ?x. }
simple_res	请问富士康有多少员工？	select ?x where { <富士康> <员工数> ?x. }
simple_res	霍加狓属于哪一科？	select ?x where { <霍加狓> <科> ?x. }
simple_res	足球运动员姆巴米是哪个运动队的？	select ?x where { <姆巴米> <所属运动队> ?x. }
simple_res	冰与火之歌的拍摄地点在哪里？	select ?y where { <冰与火之歌_（美国HBO电视台制作的电视剧）> <拍摄地点> ?y. }
simple_res	博尔赫斯的代表作品有什么？	select ?y where { <豪尔赫·路易斯·博尔赫斯_（阿根廷作家）> <代表作品> ?y. }
simple_res	北洋三杰是谁？	select ?x where { <北洋三杰> <成员> ?x. }
simple_res	小说《追风筝的人》是谁翻译的？	select ?x where { <追风筝的人_（卡勒德·胡赛尼著小说成长的故事）> <译者> ?x. }
simple_res	佩特拉古城在哪个国家？	select ?x where { <佩特拉_（约旦古城）> <位置> ?x. }
simple_res	姚明的篮球生涯中，最高得分多少？	select ?x where { <姚明_（中职联公司董事长兼总经理）> <生涯最高分> ?x. }
simple_res	富士山有多高？	select ?y where { <富士山> <海拔> ?y. }
simple_res	季莫申科是哪里人？	select ?x where { <尤利娅·季莫申科> <出生地> ?x. }
simple_res	范仲淹生活在哪个朝代？	select ?x where { <范仲淹> <所处时代> ?x. }
simple_res	北大方正集团的总资产是多少？	select ?x where { <方正_（北大方正集团）> <总资产> ?x. }
simple_res	我超级喜欢《解忧杂货店》这本书的，你知道谁写的吗？	select ?x where { <解忧杂货店_（奇幻温情小说）> <作者> ?x. }
simple_res	演员霍思燕是什么星座？	select ?y where { <霍思燕> <星座> ?y. }
simple_res	兰蔻的总部在？	select ?x where { <兰蔻> <总部地点> ?x. }
simple_res	英国什么时候国庆？	select ?x where { <英国_（大不列颠及北爱尔兰联合王国）> <国庆日> ?x. }
simple_res	电视剧绯闻女孩在哪拍摄？	select ?x where { <Gossip_（绯闻女孩）> <拍摄地点> ?x. }
simple_res	陆小凤是哪位作家笔下的人物？	select ?x where { <陆小凤传奇_（古龙武侠小说系列）> <作者> ?x. }
simple_res	巴西最大的城市是？	select ?x where { <巴西_（巴西联邦共和国）> <最大城市> ?x. }
simple_res	日本战国三英杰是指哪三人？	select ?x where { <日本战国三英杰> <相关人物> ?x. }
simple_res	圣诞节是每年的几月几日？	select ?x where { <圣诞节_（节日）> <节日时间> ?x. }
simple_res	西塘的邮政编码是什么？	select ?x where { <西塘_（浙江省嘉善县下辖镇）> <邮政区码> ?x. }
simple_res	在金庸小说《天龙八部》中，鸠摩智擅长什么武功？	select ?x where { <鸠摩智> <武功> ?x. }
simple_res	植物梧桐属于哪个纲？	select ?x where { <梧桐_（锦葵目梧桐科植物）> <纲> ?x. }
simple_res	87版《红楼梦》是哪国拍摄的？	select ?x where { <红楼梦_（1987年陈晓旭、欧阳奋强主演央视版电视剧）> <拍摄地点> ?x. }
simple_res	大提琴是哪类乐器？	select ?x where { <大提琴_（次中音或低音弦乐器）> <分类> ?x. }
simple_res	姜夔是哪个朝代的人？	select ?x where { <姜夔> <所处时代> ?x. }
simple_res	"知命"一词出自哪本经典作品？	select ?x where { <知命_（儒家的思想理念）> <出自> ?x. }
simple_res	俄罗斯的首都是？	select ?x where { <俄罗斯_（俄罗斯联邦）> <首都> ?x. }
simple_res	雅虎公司有多少员工？	select ?y where { <雅虎> <员工数> ?y. }
simple_res	武汉长江大桥有多长？	select ?x where { <武汉长江大桥> <总长> ?x. }
simple_res	莫言写过哪些著作呢？	select ?x where { <莫言_（中国诺贝尔文学奖获得者）> <代表作品> ?x. }
simple_res	二十四节气是依据什么划分的？	select ?x where { <二十四节气_（历法）> <划分依据> ?x. }
simple_res	霸王别姬是什么时候登上大荧幕的？	select ?y where { <霸王别姬_（1993年陈凯歌执导，张国荣主演电影）> <上映时间> ?y. }
simple_res	里奥·梅西的女友是谁？	select ?x where { <里奥·梅西_（阿根廷足球运动员）> <妻子> ?x. }
simple_res	《滕王阁序》的作者是谁？	select ?x where { <滕王阁序> <作者> ?x. }
simple_res	梵高是哪个派别？	select ?x where { <梵高_（梵高）> <派别> ?x. }
simple_res	法国国歌是什么？	select ?x where { <法国_（法兰西共和国）> <国歌> ?x. }
simple_res	胡椒科物种的地理分布？	select ?x where { <胡椒科> <分布区域> ?x. }
simple_res	数学符号中的0起源于哪里？	select ?x where { <0_（整数之一）> <发源地> ?x. }
simple_res	印度尼西亚的首都是哪里？	select ?x where { <印度尼西亚> <首都> ?x. }
simple_res	北斗导航系统是什么时候投入使用的？	select ?x where { <北斗_（国产卫星导航系统）> <时间> ?x. }
simple_res	里奥·梅西的国籍是哪里？	select ?x where { <里奥·梅西_（阿根廷足球运动员）> <国籍> ?x. }
simple_res	月亮代表我的心的原唱是？	select ?x where { <月亮代表我的心> <歌曲原唱> ?x. }
simple_res	雅鲁藏布江流经哪些地方？	select ?x where { <雅鲁藏布江_（藏南大河）> <流经地区> ?x. }
simple_res	你知道巴菲特的称号吗？	select ?x where { <沃伦·巴菲特> <别名> ?x. }
simple_res	歌手许嵩的身高？	select ?x where { <许嵩_（中国内地流行音乐男歌手）> <身高> ?x. }
simple_res	六畜分别是哪六种动物？	select ?x where { <六畜> <主要包括> ?x. }
simple_res	IBM有多少员工？	select ?x where { <IBM_（IT公司-国际商业机器公司）> <员工数> ?x. }
simple_res	清华大学的校训是什么？	select ?x where { <清华大学> <校训> ?x. }
simple_res	都有哪些演员演过蝙蝠侠？	select ?x where { <蝙蝠侠_（蝙蝠侠系列电影）> <主演> ?x. }
simple_res	北京邮电大学的校训是什么？	select ?x where { <北京邮电大学> <校训> ?x. }
simple_res	麦哲伦的环球航行是在哪个国家的支持下完成的？	select ?x where { <斐迪南·麦哲伦> <支持国> ?x. }
simple_res	文房四宝包含哪四样？	select ?x where { <文房四宝_（笔墨纸砚）> <包含> ?x. }
simple_res	韩国有哪些著名景点？	select ?x where { <韩国_（大韩民国）> <著名景点> ?x. }
simple_res	最早的一款iPhone是哪一年发布的？	select ?x where { <iPhone> <问世时间> ?x. }
simple_res	太平洋的面积为大？	select ?x where { <太平洋> <海洋面积> ?x. }
simple_res	截拳道的创始人是谁？	select ?x where { <截拳道_（李小龙创立的技击理念，实战运用）> <创始人> ?x. }
simple_res	普林斯顿大学刚创建时的校名是？	select ?x where { <普林斯顿大学> <老校名> ?x. }
simple_res	著名的散文作家都有谁？	select ?x where { <散文_（文学体裁）> <代表人物> ?x. }
simple_res	东条英机是什么时候被执行绞刑的？	select ?x where { <东条英机_（第四十任日本首相）> <逝世日期> ?x. }
simple_res	南非的首都在哪里？	select ?x where { <南非共和国> <首都> ?x. }
